prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1997,Sff,507,winner,Russell,Mary Doria,"Russell, Mary Doria",woman,unknown,False,Non-UK White,White American,Doctorate,University of Michigan,Maths and Sciences,Biological Anthropology,35645591,653,The Sparrow
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1997,Fiction,387,shortlisted,Scott,Manda,"Scott, Manda",woman,queer,True,White British,Scottish,Masters,Schumacher College,Politics and Economics,Sustainable Economics,56758199,493,Hen's Teeth
8,Booker Prize,Booker Prize,Booker Foundation,1997,Fiction,276,shortlisted,St John,Madeleine,"St John, Madeleine",woman,unknown,True,Jewish,Jewish Australian,Doctorate,University of York,Language and Literature,Literature,20612445,314,The Essence of the Thing
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1997,Fiction,26,winner,Swift,Graham,"Swift, Graham",man,unknown,True,White British,English,Bachelors,University of Oxford,Philosophy and Theology,Philosophy and Theology,4942037,318,Last Orders
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1997,Fiction,27,winner,Thompson,Alice,"Thompson, Alice",woman,unknown,True,White British,Scottish,Doctorate,University of Oxford,Language and Literature,English Literature,42080551,326,Justine
7,Costa Children's Book Award,Whitbread Children's Book of the Year,Whitbread,1998,Children'S,122,winner,Almond,David,"Almond, David",man,unknown,True,White British,British,unknown,University of East Anglia,Language and Literature,English and American Literature,100114026,3,Skellig
8,Booker Prize,Booker Prize,Booker Foundation,1998,Fiction,24,shortlisted,Bainbridge,Beryl,"Bainbridge, Beryl",woman,unknown,True,White British,English,none,none,none,none,4142979,20,Master Georgie
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,Fiction,380,shortlisted,Bakis,Kirsten,"Bakis, Kirsten",woman,unknown,False,Non-UK White,White American,Bachelors,New York University,History and Cultural Studies,History,50048483,485,Lives of the Monster Dogs
8,Booker Prize,Booker Prize,Booker Foundation,1998,Fiction,226,shortlisted,Barnes,Julian,"Barnes, Julian",man,unknown,True,White British,English,Bachelors,University of Oxford,Language and Literature,Modern Languages,51710796,25,"England, England"
8,Booker Prize,Booker Prize,Booker Foundation,1998,Fiction,269,shortlisted,Booth,Martin,"Booth, Martin",man,unknown,True,White British,English,Certificate of Education,Trent Park College of Education,unknown,unknown,7459339,35,The Industry of Souls
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1998,Crime,462,winner,Burke,James Lee,"Burke, James Lee",man,unknown,False,Non-UK White,White American,Masters,University of Missouri,Language and Literature,English,110621918,619,Sunset Limited
4,Costa Novel Award,Whitbread Novel Award,Whitbread,1998,Fiction,141,winner,Cartwright,Justin,"Cartwright, Justin",man,unknown,True,Non-UK White,White South African,Bachelors,University of Oxford,Politics and Economics,"Politics, Philosophy and Economics",54460956,51,Leading the Cheers
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,1998,Fiction,140,winner,Foden,Giles,"Foden, Giles",man,unknown,True,White British,English,Bachelors,University of Cambridge,Language and Literature,English Literature,85399230,101,The Last King of Scotland
5,Costa Biography Award,Whitbread Biography Award,Whitbread,1998,Biography,142,winner,Foreman,Amanda,"Foreman, Amanda",woman,unknown,True,White British,American British,Doctorate,University of Oxford,History and Cultural Studies,History,66197726,102,"Georgiana, Duchess of Devonshire"
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1998,No/Any/Multi Genre,139,winner,Hughes,Ted,"Hughes, Ted",man,unknown,True,White British,English,Bachelors,University of Cambridge,History and Cultural Studies,Archaeology and Anthropology,108232871,146,Birthday Letters
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,1998,Poetry,139,winner,Hughes,Ted,"Hughes, Ted",man,unknown,True,White British,English,Bachelors,University of Cambridge,History and Cultural Studies,Archaeology and Anthropology,108232871,146,Birthday Letters
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,1998,Poetry,139,winner,Hughes,Ted,"Hughes, Ted",man,unknown,True,White British,English,Bachelors,University of Cambridge,History and Cultural Studies,Archaeology and Anthropology,108232871,146,Birthday Letters
8,Booker Prize,Booker Prize,Booker Foundation,1998,Fiction,270,shortlisted,McCabe,Patrick,"McCabe, Patrick",man,unknown,False,Irish,Irish,unknown,St Patrick's Training College,unknown,unknown,113858716,201,Breakfast on Pluto
8,Booker Prize,Booker Prize,Booker Foundation,1998,Fiction,17,winner,McEwan,Ian,"McEwan, Ian",man,unknown,True,White British,English,Masters,University of East Anglia,Writing,Creative Writing,109587997,208,Amsterdam
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,Fiction,144,shortlisted,Melville,Pauline,"Melville, Pauline",woman,unknown,True,Black British,British Guyanese,unknown,unknown,unknown,unknown,39508096,216,The Ventriloquist's Tale
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1998,Fiction,25,winner,Miller,Andrew,"Miller, Andrew",man,unknown,True,White British,English,Doctorate,Brown University,Language and Literature,Classics,84128518,218,Ingenious Pain
8,Booker Prize,Booker Prize,Booker Foundation,1998,Fiction,271,shortlisted,Mills,Magnus,"Mills, Magnus",man,unknown,True,White British,English,Bachelors,Wolverhampton Polytechnic,Politics and Economics,Economics,85324515,222,The Restraint of Beasts
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,Fiction,337,shortlisted,Patchett,Ann,"Patchett, Ann",woman,unknown,False,Non-UK White,White American,Masters,University of Iowa,Writing,Creative Writing,54362733,486,The Magician's Assistant
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1998,Sff,28,winner,Priest,Christopher,"Priest, Christopher",man,unknown,True,White British,English,none,none,none,none,54152946,652,The Extremes
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,Fiction,381,shortlisted,Purcell,Deirdre,"Purcell, Deirdre",woman,unknown,False,Irish,Irish,none,none,none,none,54210400,487,Love Like Hate Adore
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,Fiction,261,winner,Shields,Carol,"Shields, Carol",woman,unknown,False,Non-UK White,White American Canadian,Masters,University of Ottawa,Language and Literature,English Literature,4944537,484,Larry's Party
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1998,Fiction,382,shortlisted,Shreve,Anita,"Shreve, Anita",woman,unknown,False,Non-UK White,White American,Bachelors,Tufts,Language and Literature,English Literature,32082253,488,The Weight of Water
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1999,Fiction,24,winner,Bainbridge,Beryl,"Bainbridge, Beryl",woman,unknown,True,White British,English,none,none,none,none,4142979,20,Master Georgie
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,Non-Fiction,708,winner,Beevor,Antony,"Beevor, Antony",man,unknown,True,White British,British,unknown,unknown,unknown,unknown,59214433,882,Stalingrad
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,Fiction,375,winner,Berne,Suzanne,"Berne, Suzanne",woman,unknown,False,Non-UK White,White American,Masters,University of Iowa,unknown,unknown,40278906,478,A Crime in the Neighborhood
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,Fiction,376,shortlisted,Blackburn,Julia,"Blackburn, Julia",woman,unknown,True,White British,British,unknown,unknown,unknown,unknown,56745497,479,The Leper's Companions
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,Fiction,377,shortlisted,Bowering,Marilyn,"Bowering, Marilyn",woman,unknown,False,Non-UK White,White Canadian,Masters,University of Victoria,Language and Literature,English Literature,18108018,480,Visible Worlds
5,Costa Biography Award,Whitbread Biography Award,Whitbread,1999,Biography,138,winner,Cairns,David,"Cairns, David",man,unknown,True,White British,British,unknown,unknown,unknown,unknown,59135877,46,"Berlioz, Volume 2"
8,Booker Prize,Booker Prize,Booker Foundation,1999,Fiction,233,winner,Coetzee,JM,"Coetzee, JM",man,unknown,False,Non-UK White,White South African,Doctorate,"University of Texas, Austin",Language and Literature,English Literature,101839018,55,Disgrace
8,Booker Prize,Booker Prize,Booker Foundation,1999,Fiction,267,shortlisted,Desai,Anita,"Desai, Anita",woman,unknown,False,Asian,German Indian,unknown,unknown,unknown,unknown,54161277,70,"Fasting, Feasting"
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,Non-Fiction,709,shortlisted,Diamond,John,"Diamond, John",man,unknown,True,Jewish,Jewish British,unknown,unknown,unknown,unknown,87394195,883,Because Cowards Get Cancer Too
8,Booker Prize,Booker Prize,Booker Foundation,1999,Fiction,125,shortlisted,Frayn,Michael,"Frayn, Michael",man,unknown,True,White British,English,Bachelors,University of Cambridge,Philosophy and Theology,Philosophy,51722896,107,Headlong
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,Fiction,378,shortlisted,Hamilton,Jane,"Hamilton, Jane",woman,unknown,False,Non-UK White,White American,Bachelors,Carleton College,Language and Literature,English Literature,47447659,481,The Short History of a Prince
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1999,No/Any/Multi Genre,134,winner,Heaney,Seamus,"Heaney, Seamus",man,unknown,True,White British,Northern Irish,Bachelors,Queen's University,Language and Literature,English Literature,109557338,135,Beowulf
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,1999,Poetry,134,winner,Heaney,Seamus,"Heaney, Seamus",man,unknown,True,White British,Northern Irish,Bachelors,Queen's University,Language and Literature,English Literature,109557338,135,Beowulf
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,Non-Fiction,666,shortlisted,Holmes,Richard,"Holmes, Richard",man,unknown,True,White British,British,Bachelors,University of Cambridge,unknown,unknown,110073800,884,Coleridge
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,Non-Fiction,710,shortlisted,Kershaw,Ian,"Kershaw, Ian",man,unknown,True,White British,English,Doctorate,University of Oxford,History and Cultural Studies,Medieval History,36930589,885,Hitler 1889-1936
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,Fiction,300,shortlisted,Kingsolver,Barbara,"Kingsolver, Barbara",woman,unknown,False,Non-UK White,White American,Masters,University of Arizona,Maths and Sciences,Ecology and Evolutionary Biology,79097759,482,The Poisonwood Bible
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,Non-Fiction,711,shortlisted,Landes,David,"Landes, David",man,unknown,False,Non-UK White,White American,Doctorate,Harvard University,History and Cultural Studies,History of Economics,34459032,886,The Wealth and Poverty of Nations
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,1999,Fiction,136,winner,Lott,Tim,"Lott, Tim",man,heterosexual,True,White British,British,Bachelors,London School of Economics,Politics and Economics,Politics and History,85387829,183,White City Blue
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1999,Sff,502,winner,MacLeod,Ken,"MacLeod, Ken",man,unknown,True,White British,Scottish,Masters,Brunel University,Maths and Sciences,unknown,7611601,651,The Sky Road
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1999,Fiction,379,shortlisted,Morrison,Toni,"Morrison, Toni",woman,unknown,False,Non-White American,Black American,Masters,Cornell University,Language and Literature,American Literature,109406177,483,Paradise
8,Booker Prize,Booker Prize,Booker Foundation,1999,Fiction,19,shortlisted,O'Hagan,Andrew,"O'Hagan, Andrew",man,unknown,True,White British,Scottish,Bachelors,University of Cambridge,Language and Literature,English Literature,87155882,247,Our Fathers
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,Non-Fiction,653,shortlisted,Ridley,Matt,"Ridley, Matt",man,unknown,True,White British,English,Doctorate,University of Oxford,Maths and Sciences,Science,19819147,887,Genome
7,Costa Children's Book Award,Whitbread Children's Book of the Year,Whitbread,1999,Children'S,135,winner,Rowling,JK,"Rowling, JK",woman,unknown,True,White British,English,Bachelors,Exeter University,Language and Literature,French and Classics,116796842,278,Harry Potter and the Prisoner of Azkaban
8,Booker Prize,Booker Prize,Booker Foundation,1999,Fiction,268,shortlisted,Soueif,Ahdaf,"Soueif, Ahdaf",woman,unknown,False,African,Egyptian British,Bachelors,Hull University,Philosophy and Theology,Philosophy,7550479,308,The Map of Love
8,Booker Prize,Booker Prize,Booker Foundation,1999,Fiction,94,shortlisted,Tóibín,Colm,"Tóibín, Colm",man,queer,False,Irish,Irish,Bachelors,University College Dublin,Multiple,History and English,32063755,330,The Blackwater Lightship
4,Costa Novel Award,Whitbread Novel Award,Whitbread,1999,Fiction,31,winner,Tremain,Rose,"Tremain, Rose",woman,unknown,True,White British,English,Bachelors,University of East Anglia,Language and Literature,English Literature,49285360,336,Music and Silence
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,1999,Poetry,538,winner,Williams,Hugo,"Williams, Hugo",man,unknown,True,White British,English,none,none,none,none,92887961,690,Billy's Rain
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1999,Crime,485,winner,Wilson,Robert,"Wilson, Robert",man,unknown,True,White British,British,Bachelors,University of Oxford,Language and Literature,English,79182818,618,A Small Death in Lisbon
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,1999,Non-Fiction,712,shortlisted,Wroe,Ann,"Wroe, Ann",woman,unknown,True,White British,English,Doctorate,University of Oxford,History and Cultural Studies,Medieval French History,4987659,888,Pilate
8,Booker Prize,Booker Prize,Booker Foundation,2000,Fiction,190,winner,Atwood,Margaret,"Atwood, Margaret",woman,unknown,False,Non-UK White,White Canadian,Masters,Radcliffe College,Language and Literature,English Literature,109322990,13,The Blind Assassin
8,Booker Prize,Booker Prize,Booker Foundation,2000,Fiction,264,shortlisted,Azzopardi,Trezza,"Azzopardi, Trezza",woman,unknown,True,White British,Welsh Maltese,Masters,University of East Anglia,Writing,Creative Writing,210121653,18,The Hiding Place
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2000,Fiction,372,shortlisted,Budnitz,Judy,"Budnitz, Judy",woman,unknown,False,Non-UK White,White American,Masters,New York University,Writing,Creative Writing,47653507,474,If I Told You Once
